c0_corrected,c0_error,phi,v_obs,v_bar,radius_kpc,g_obs,g_N
54.65548458113513,8.297328631259736,0.3801276343152065,85.3,58.32593334015324,9.21,2.56001500243121e-11,1.1969274922366637e-11
52.79882607020037,7.705514783457025,0.39837725943247126,86.8,58.27827382481399,9.82,2.486176979539686e-11,1.1207427802849211e-11
53.81643684342892,8.101438856788453,0.38592909897642486,85.4,58.0565190138024,10.43,2.2658727224486425e-11,1.0471810030018347e-11
52.19243398342439,7.756729174339498,0.3967093133551502,85.4,57.43401866489929,11.05,2.138737782365551e-11,9.673423694219699e-12
50.141626643395774,7.241371500831223,0.4143557714007797,86.2,56.95801436145751,11.66,2.065000016674652e-11,9.016027119653967e-12
50.43116367475186,7.310686439589344,0.4118656662046557,86.1,57.033781217801085,12.28,1.9561944137757783e-11,8.583611286444403e-12
50.245708132529124,7.125665298355099,0.4185994511240508,87.4,57.50637616821286,12.89,1.9203218619889014e-11,8.313485864488741e-12
53.96353171889806,7.985932023744787,0.389457463347272,86.5,58.597202151638605,13.5,1.7959842538585247e-11,8.241837929958475e-12
221.1725045027383,1960.7827250687071,0.017673183114223022,42.7,41.9519844584258,1.59,3.71588875709738e-11,3.5868397347322244e-11
128.141983237234,288.88347167288174,0.06276622597991559,49.9,46.864233696925,2.05,3.93596573036372e-11,3.471628598074705e-11
109.77303364721368,151.83910857894261,0.09575194133140659,55.5,50.432261499956546,2.51,3.9766404246913833e-11,3.28357729161126e-11
93.11162412540152,81.8696971809401,0.14327904720924026,61.9,53.637107490989855,2.97,4.1805067307335614e-11,3.138906127596989e-11
81.7252551070685,51.901209390981236,0.1925229381239025,67.9,56.00903944900323,3.42,4.368350937832808e-11,2.972310813217967e-11
68.25705189651059,32.55610528894048,0.25996831043297103,73.1,56.365657097207695,3.88,4.46279673417028e-11,2.6533925242698988e-11
60.322334742484664,24.79807856719057,0.30948852234837687,76.1,55.843868956224725,4.34,4.323979858495778e-11,2.328441586949834e-11
56.007863380214665,21.341936216537487,0.34062273092719375,77.8,55.34125766550666,4.79,4.094753462671341e-11,2.0718896166538353e-11
52.7129531883081,19.05395992681592,0.3661573466989484,79.0,54.778101463997444,5.24,3.859463818377009e-11,1.8556101675629408e-11
